RI,IFR,ICC,IANC
0,1,533.42,19.5
0,1.31,412.56,18.77
0,1.31,314.94,20.45
0,1.31,321.9,20.88
0,1.31,358.61,18.65
0,1.38,487.22,19.1
0,1.32,551.34,18.45
0,1.36,386.88,17.29
0,1.34,437.98,18.16
0,1.34,430.83,18.33
0,1.34,430.8,20.06
0,1.42,567,19.95
0,1.54,675.46,19.63
0,1.47,461.71,20.77
0,1.41,449.54,20.52
0,1.41,455.58,20.43
0,1.4,419.68,20.74
0,1.39,408.73,20.82
0,1.39,385.02,19.07
0,1.46,437.74,18.48
0,1.49,321.29,19.74
0,0.82,250.97,22.81
0,1.36,390.72,23.03
0,1.34,361.7,23.25
0,1.34,243.26,22.64
0,1.33,296.53,22.51
0,1.33,480.4,22.51
0,1.32,422.3,22.51
0,1.32,207.08,21.47
0,1.32,264.91,19.76
0,0.98,459.85,19.15
0,0.96,470.26,18.93
0,1.39,690.73,18.06
0,1.34,436.71,20.82
0,1.34,433.05,22.59
0,1.35,433.64,23.04
0,1.36,433.26,22.99
0,1.38,440.69,22.99
0,1.37,450.55,23.86
0,1.4,491.75,22.98
0,1.42,257.14,20.16
0,1.33,234.99,20.59
0,1.21,440,23.05
0,0.96,523.34,22.92
0,1.4,667.51,22.44
0,1.18,605.22,23.27
0,0.99,527.36,23.15
0,1.18,440.97,23.69
0,1.36,326.68,23.5
0,1.35,321.42,23.33
0,1.35,290.61,21.71
0,1.35,289.64,21.32
0,1.36,368.01,20.3
0,1.19,447.65,19.86
0,0.96,517.56,19.58
0,1.1,444.38,19.63
0,1.32,304.63,20.8
0,1.32,280.8,20.99
0,1.39,290.08,21.17
0,1.29,293.97,22.38
0,1.52,459.74,24.3
0,1.32,400.5,25.77
0,1.32,420.01,25.7
0,1.31,393.51,25.66
0,1.32,287.73,25.5
0,0.96,340.75,24.38
0,0.99,283.85,26.66
0,1.8,236.77,26.73
0,1.59,138.36,28.07
0,1.31,139.64,29.4
0,0.97,177.5,26.9
0,0.97,210.95,26.65
0,0.97,311.28,26.09
0,1.24,287.08,27.26
0,1.33,396.55,28.09
0,1.32,406.04,28.21
0,1.32,401.03,27.17
0,1.32,381.48,26.92
0,1.36,400.97,25.33
0,1.42,663.42,21.91
0,1.35,447.06,24.68
0,1.33,389.78,25.48
0,1.28,412.21,27.72
0,0.97,552.23,29.54
0,1.34,433.85,30.4
0,1.21,469.24,27.2
0,1.35,444.34,22.83
0,1.34,520.22,30.41
0,1.19,642.48,26.48
0,1.03,530.89,26.39
0,1.35,395.87,27.36
0,1.36,413.09,27.49
0,1.35,451.15,27.24
0,1.36,426.63,27.18
0,1.06,520.91,27.78
0,0.99,570.34,28.01
0,1.08,501.25,27.57
0,1.35,443.97,27.6
0,1.35,473.58,26.81
0,1.34,472.6,26.6
0,1.35,466.62,25.34
0,1.39,436.34,25
0,1.44,686.78,23.93
0,1.3,459.99,23.56
0,1.34,417.43,24.98
0,1.33,409.22,25.93
0,1.33,431.79,23.11
0,1.36,428.89,22.47
0,1.39,426.03,21.94
0,1.4,412.72,21.79
0,1.41,405.29,22.2
0,1.41,366.74,22.3
0,1.4,178.88,20.67
0,1.39,234.23,20.25
0,1.41,409.25,21.52
0,1.45,561.25,22.28
0,1,452.66,24.24
0,1.04,481.86,24.73
0,1.35,370.33,25.71
0,1.37,368.8,26.06
0,1.4,436.93,24.68
0,1.42,345.03,24.31
0,1.42,129.9,23.81
0,1.4,163.51,23.7
0,1.2,359.8,23.9
0,0.99,416.14,23.83
0,0.98,408.39,22.83
0,0.98,423.68,22.55
0,1.22,356.89,21.73
0,1.33,356.1,21.53
0,1.34,435.72,20.28
0,1.34,496.49,19.95
0,1.35,475.5,20.84
0,1.36,420.92,21.07
0,1.36,429.54,22.14
0,1.35,541.26,22.9
0,1.43,645.88,24.12
0,1.43,497.22,23.06
0,1.36,295.47,57.69
0,1.35,320.79,67.29
0,1.03,427.01,64.12
0,0.99,430.56,63.44
0,1.23,331.81,69.45
0,1.35,338.51,71.58
0,1.35,420.74,72.28
0,1.35,425.86,72.6
0,1.34,431.74,71.41
0,1.34,402.51,71.05
0,1.34,401.38,72.96
0,1.16,446.43,69.25
0,1.09,568.39,59.96
0,1.43,645.29,51.3
0,1.43,360.22,60.05
0,1.32,303.86,66.77
0,1.33,336.34,63.75
0,1.33,323.99,40.17
0,1.34,351.77,21.43
0,1.34,383.18,21.34
0,1.35,422.62,28.46
0,1.35,395.67,20.56
0,1.33,395.15,21.5
0,1.33,394.88,23.2
0,1.33,395.06,25.4
0,1.34,400.87,23.43
0,1.37,599.44,25.83
0,1.44,633.82,26.35
0,1,403.26,23.92
0,0.51,64.7,13.22
0,0.89,83.46,13.41
0,1.34,435.22,14.13
0,1.38,459.83,16.29
0,1.38,453.31,16.04
0,1.38,444.71,16.56
0,1.38,410.92,16.78
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.16,297.6,16.68
0,1.45,635.38,20.31
0,1.26,442.04,17.98
0,1.37,381.02,15.3
0,1.37,379.46,14.5
0,1.36,377.83,16.6
0,1.36,373.97,11.59
0,1.36,373.18,8.68
0,1.36,375.27,8.51
0,1.34,421.13,9.07
0,1.4,664.69,15.24
0,0.92,521.62,19.24
0,1.36,441.35,19.4
0,1.36,422.68,18.5
0,1.36,424.22,18.26
0,1.38,407.39,18.84
0,1.38,405.99,19
0,1.38,406.82,19.31
0,1.37,403.55,19.38
0,1.36,434.92,18.29
0,1.37,494.25,18.04
0,1.37,414.73,13.57
0,1.38,411.13,12.37
0,1.37,516.16,12.16
0,1.37,521.72,12.09
0,1.37,515.62,13.04
0,1.37,514.89,13.28
0,1.37,481.91,13.23
0.6,1.37,480.35,13.21
0.1,1.36,484.7,13.11
0,1.36,484.66,13.07
0,1.36,473.53,12.6
0,1.36,471.98,12.45
0.3,1.36,452.63,11.59
0,1.52,509.35,23.87
0,1.66,888.61,52.33
0,1.36,984.64,18.62
0,1.36,585.23,27.48
0.2,1.37,490.65,20.83
0.2,1.38,287.77,21.14
0,1.38,182.25,20.43
0.2,1.36,357.55,21.57
0,1.35,276.22,21.73
1.2,1.35,222.94,24.03
0,1.37,433.77,24.86
0,1.44,679.34,25.29
0,1.36,454.16,25.38
0,1.34,408.5,24.07
0,1.34,408.3,23.72
0,1.34,487.4,22.85
0,1.34,453.53,22.62
0,1.34,440.03,22.39
0,1.33,430.95,22.33
0,1.33,424.86,22.29
0,1.33,418.4,22.28
0,1.33,418.43,21.62
0,1.33,418.55,21.45
0,1.33,418.97,20.41
0,1.34,419.58,20.14
0,1.34,419.8,19.7
0,1.33,474.07,19.33
0,1.33,495.73,17.79
0,1.58,523.26,17.69
0,1.68,534.27,15.25
0,1.38,439.55,14.65
0,1.39,443.7,17.79
0,1.38,439.86,18.6
0,1.36,437.63,20.69
0,1.35,419.56,21.22
0,1.34,412.68,22.45
0,1.35,406.59,22.75
0,1.45,663.13,22.36
0,0.95,508.06,23.6
0,1.33,400.16,24.19
0,1.34,387.21,24.21
0,1.33,384.8,25.11
0,1.33,421.51,25.32
0,1.33,449.04,24.33
0,1.33,444.41,24.07
0,1.33,445.18,23.48
0,1.33,438.39,23.33
0,1.33,435.66,21.17
0,1.03,519.18,20.18
0,1.29,433.74,19.75
0,1.35,411.44,19.63
0,1.35,409.7,22.1
0,1.36,407.44,22.71
0,1.36,405.28,22.43
0,1.37,400.94,22.35
0,1.35,64.72,22.57
0,1.37,183.51,22.83
0,1.11,178.03,17.37
0,1.53,192.22,18.31
0,1.35,206.68,19.93
0,1,480.07,20.92
0,1.31,360.65,22.16
0,1.31,360.65,22.16
0,1.31,397.72,20.05
0,1.35,388.45,19.91
0,1.35,387.78,20.75
0,1.35,388.77,20.98
0,1.35,389.26,20.51
0,1.34,388.55,20.39
0,1.34,389.35,20.35
0,1.34,389.57,20.32
0,1.35,388.52,20.31
0,1.35,390.84,20.32
0,1.36,462.09,17.14
0,1.36,469.28,18.31
0,1.35,429.48,18.04
0,1.35,426.56,19.72
0,1.34,400.76,18.73
0,1.34,398.12,18.91
0,1.34,457.01,19.65
0,1.34,461.87,20.43
0,1.34,484.35,21.2
0,1.34,484.58,21.85
0,1.34,455.77,21.85
0,1.35,453.92,21.91
0,1.35,434.37,20.77
0,1.35,433.98,21.91
0,1.35,420.8,16.16
7.2,1.35,420.81,9.85
3.3,1.35,406,11.3
0.9,1.35,400.98,17.7
0.5,1.35,542.91,19.19
0,1.35,554.64,16.64
1.6,1.35,514.82,13.9
3.3,1.36,358.81,12.69
0.1,1.36,310.12,12.02
0,1.78,140.19,14.48
0.4,1.84,123.34,14.76
0.1,1.54,184.88,13.5
0,1.43,166.13,12.75
0,1.43,170.82,13.08
0,1.43,118.7,13.56
0,1.42,76.06,13.76
0,1.42,50.2,13.83
0,1.43,244.18,13.86
0,1.43,260.31,12.72
0,1.43,259.29,9.31
0,1.43,112.86,8.33
0,1.43,103.32,8.08
0,1.43,104.01,8.15
0,1.42,358.77,8.13
0,1.4,388.61,7.72
0,1.38,387.89,7.59
0,1.35,388.21,7.44
0,1.35,387.19,7.5
0,1.33,386.68,7.32
0,1.33,386.48,7.29
0,1.33,386.64,7.45
0,1.39,614.27,11.6
0,1.37,378.19,7.22
0,1.32,355.5,6.81
0,1.32,357.89,6.7
0,1.31,377.28,7.31
0,1.32,445.55,11.29
0,1.33,389.25,11.66
0,1.33,369.6,10.67
0,1.33,368.07,10.42
0,1.34,273.05,11.76
0,1.34,362.23,12.07
0,1.34,359.21,12.41
0,1.34,358.47,12.49
0,1.41,589.95,34.56
0,1.42,653.54,36.36
0,1.15,440,48.35
0,1.35,347.52,53.43
0,1.35,346.48,22.5
0,1.34,346.77,14.63
0,1.34,347.51,14.28
0,1.32,345.9,14.18
0,1.31,346.15,14.8
0,1.3,345.15,14.95
0,1.4,470.97,15.54
0,1.32,519.92,15.84
0,1.31,433.72,16.16
0,1.31,423.49,16.57
0.6,1.37,401.2,18.39
10.7,1.66,355.17,18.72
1.6,1.68,339.05,17.84
1,1.43,377.26,17.87
1.1,1.24,396.18,17.33
2.3,1.41,331.37,16.79
0.7,1.42,316.16,16.15
12.5,1.43,254.35,15.98
1.2,1.43,299.94,16.28
3.2,1.44,217.23,17.77
0.3,1.52,207.91,15.96
0,1.43,238.5,14.47
0,1.43,222.94,12.74
0.1,1.03,163.17,12.61
0,1.43,118.93,10.82
0,1.42,215.88,10.45
0,1.42,225.93,9.76
0,1.42,150.06,9.57
0,1.42,141.3,9.5
0,1.42,93.78,9.48
0,1.42,86.93,9.95
0.1,1.41,101.75,10.08
0,1.74,133.94,9.28
0,1.88,348.71,9.3
0,1.38,355.46,9.41
0,1.41,367.98,9.4
0,1.6,406.49,9.32
0,1.44,278.3,9.26
0,1.41,186.02,10.23
0.1,1.43,149.82,10.39
0,1.41,145.27,10.66
0,1.41,139.45,14.37
0,1.41,210.69,14.22
0,1.52,234.3,13.77
0,1.92,201.75,15.19
0,1.89,289.26,15.57
0,0.99,147.12,13.49
0,1.41,227.31,13.29
0,1.06,262.85,16.81
0,1,285.46,17.59
0,1,284.74,17.88
0,1.34,366.73,18.12
0.4,1.41,363.23,18.09
0.8,1.41,194.85,18.07
1.1,1.42,224.81,17.08
1.2,1.47,211.77,16.77
0.4,1.42,151.86,18.19
0.1,1.83,233.34,18.29
0,1.91,317.2,17.78
0,1.45,343.61,17.47
0,1.32,255,16.4
0,0.99,372.63,16.34
0,1.16,322.97,15.33
0,1.4,307.58,15.01
3,1.41,308.4,14.91
1.2,1.4,188.65,15.04
0.6,1.51,242.16,15.49
0,1.51,429.04,15.48
0,1.52,357.91,15.87
0,1.49,346.78,15.94
5.1,1.5,348.66,17.41
0.3,1.49,408.35,17.6
0,1.54,408.65,19.15
0,1.29,480.26,19.58
0,1.12,422.66,18.39
0,1.48,423.55,18.36
0,1.48,428.2,18.3
0,1.48,329.98,18.29
0,1.48,428.91,18.17
0,1.7,354.13,18.32
0,1.42,250.99,18.98
0,1.41,179,19.12
0,1.36,224.24,18.51
0,1.08,338.71,18.55
0,1.4,270,15.59
0,1.4,222.33,14.77
0,1.41,163,13.27
0,1.41,185.96,12.9
0,1.4,188.58,11.89
0,1.43,325.75,12.51
0,1.5,403.08,12.98
0,1.5,556.67,12.96
0,1.44,375.97,13.11
0,1.4,366.66,13.41
0,1.4,368.71,15.64
0,1.2,393.52,16.13
0,0.98,433.5,17.39
0,0.98,484.5,17.74
0,1.47,502.85,18.92
0,1.84,509.26,19.14
0,1.5,425.82,20.39
0,1.38,383.19,20.79
0,1.38,387.82,20
0,1.31,454.06,19.8
0,0.99,559.78,19.96
0,1.38,663.55,20.59
0,1.43,656.61,18.25
0,1.71,532.04,17.44
0,1.22,349.38,16.16
0,1.31,385.27,15.88
0,1.13,433.57,15.31
0,1.14,590.27,15.03
0,1.47,676.72,15.76
0,1.38,390.6,15.14
0.4,1.4,375.69,15.87
0.7,1.4,221.76,16.06
4.9,1.8,173.61,17.28
5.2,1.84,198.68,17.63
8.4,1.89,335.97,17.97
1.5,1.54,417.76,18.21
2.4,1.32,386.47,17.58
0.3,1.02,320.97,17.18
0,1.02,321.39,16.55
0,1.02,381.54,16.38
0,1.3,313.22,16.37
0,1.43,314.92,16.38
0,1.43,317.37,15.6
0,1.43,183.84,15.4
0,1.53,256.01,14.33
0,1.53,389.72,14.18
0,1.45,299.24,14.02
0,1.42,278.52,14.27
0,1.53,315.67,13.48
0,1.61,270.26,13.19
2,1.41,305.07,11.3
0.1,1.53,303.15,10.43
0,1.53,287.31,11.12
0,1.46,265.41,11.52
1.4,1.43,258.94,12.47
0,1.43,261.92,12.69
0,1.4,243.88,14.1
0,1.52,197.34,13.74
0,1.53,189.26,14.18
0,1.74,316.74,14.94
0,1.06,315.27,16.08
0,1,283.62,16.26
0.9,1.01,272.12,17.13
0,1.2,394.3,17.55
0,1.43,360.29,17.4
0,1.43,234.3,17.33
0.1,1.53,238.92,17.42
0,1.48,167.87,17.33
0,1.41,139.88,17.91
3,1.51,182.73,17.93
3.2,1.49,183.45,17.48
0.6,1.16,294.71,17.56
0.1,1.48,262.37,17.06
0,1.5,247.26,16.92
0,1.55,396.89,15.12
0,1.56,412.91,14.83
0,1.56,361.28,13.96
0,1.5,297.88,13.07
0,1.5,300.03,13.34
0,1.38,291.2,13.95
0,1.31,297.64,14.55
0,1.49,410.63,14.67
0,1.93,364.42,14.12
0,1.72,329.75,13.86
0.1,1.35,360.42,15.25
0.4,1.34,441.82,15.52
0.8,1.69,524.27,16.27
0.2,2.12,401.75,16.7
0,2.17,381.34,17.67
0,2.16,386.67,17.9
0,1.89,454.48,17.75
0,1.94,433.16,17.7
0,2.12,370.77,17.4
0,2.04,236.94,16.94
0,1.76,171.47,11.24
0,1.94,2.14,0.8
0,2.27,0.52,13.79
0,2.41,1.15,85.38
0,2.41,1.34,102.97
0,2,115.65,91.24
0,1.53,842.41,84.27
0,1.33,990.3,43.35
0,1.63,986.12,18.8
0,1.98,993.41,14.75
0,1.98,898.11,10.2
0,1.74,594.98,13.59
0,1.34,638.76,13.84
0,1.34,505.47,13.66
0,1.62,453.46,13.27
0,1.97,375.16,12.57
0,1.94,374.63,12.84
0,1.91,413.68,12.91
0,1.88,412.9,36.34
0,1.39,476.15,39.89
0,1.27,497.12,39.5
0,1.63,567.05,36.31
0,2.14,495.6,35.86
0,2.31,332.39,33.21
0,2.29,262.8,18.7
0,2,270.32,18.16
0,1.85,270.64,17.77
0,1.84,291.77,17.72
0,1.93,385.6,17.33
0,2.31,502.42,17.63
0,2.3,499.92,17.71
0,2.13,454.77,17.48
0,1.86,393.66,17.37
0,1.86,446.77,17.73
0,1.71,636.16,20.06
0,1.77,535.79,19.62
0,1.85,373.76,17.63
0,1.85,380.6,17.47
0,2.27,495.1,18.75
0,2.3,498.36,18.89
0,1.9,391.63,18.43
0,1.85,372.32,18.34
0,1.85,365.99,18.44
0,1.84,362.79,18.46
0,2.1,434.32,18.24
0,2.28,477.31,18.24
0,2.14,443.06,17.8
0,1.84,353.57,17.36
0,1.83,355.85,17.6
0,1.78,368.05,17.71
0,1.7,607.14,20.14
0,1.96,376.1,19.2
0,1.93,341.14,18.89
0,1.94,285.69,18.85
0,1.91,304.21,11.51
0,2,384.66,10.72
0,2.3,506.92,19.1
0,2.14,482.13,20.38
0,1.82,400.8,22.92
0,1.83,395.8,23.66
0,1.83,403.24,24.07
0,1.83,419.98,24.17
0,1.83,422.54,25.32
0,1.83,399.28,25.58
0,1.83,397.27,25.79
0,1.83,382.84,25.83
0,1.83,380.54,26.02
0,1.83,381.66,26.06
0,1.83,380.49,24.36
0,1.82,364.34,23.96
0,2.25,482.28,23.39
0,2.29,526.68,23.27
0,2.04,478.18,21.9
0,1.83,385.19,21.6
0,1.84,380.54,21.78
0,1.84,379.74,21.83
0,1.84,377.67,20.72
0,1.95,395.93,20.55
0,2.18,458.28,21.3
0,1.84,436.44,21.42
0,1.84,436.55,23.32
0,1.84,407.95,23.76
0.4,1.87,396.41,24.02
33.5,2.47,513.99,24.36
6.3,2.21,457.42,21.59
0.6,2,501.27,20.96
3.7,2.01,426.71,17.38
2.4,2,275.49,16.51
0.6,2,235.39,13.36
0,1.99,183.14,12.6
0,1.99,174.43,10.24
0,1.99,161.93,9.68
0,1.99,161.41,8.35
0,1.99,154.34,8.04
0,1.98,148.7,7.7
0,1.98,143.68,7.61
0,1.98,145.27,7.72
0,1.98,202.99,7.74
0,1.98,234.5,7.78
0,1.98,220.84,7.79
0,2.34,230.19,7.95
0,2.46,326.61,7.99
0,2.12,316.44,8.91
0,1.98,198.76,9.18
0,1.98,173.67,9.41
0,1.98,178.93,9.46
0,1.98,167.97,10.25
0,1.98,217.44,10.43
0,1.98,235.09,11.28
0,1.98,254.69,11.47
0,1.98,258.31,12
0.6,1.98,214.31,12.12
0.9,1.98,195.3,12.99
0.3,1.97,167.32,13.2
2.6,1.98,159.38,13.41
0.3,1.98,157.99,13.45
2.1,1.97,180.94,13.09
0.1,1.82,252.85,12.54
0,1.93,248.2,13
0,2.41,307.08,13.49
0,1.99,293.18,13.65
0,1.98,268.17,13.59
0,1.45,262.13,11.21
0,1.98,270.91,13.22
0.7,2,272.33,13.99
0,2.46,241.34,13.93
0,2.46,198.58,15.11
0.2,2,191.76,15.75
1.4,1.98,197.42,15.57
0.3,1.72,207.15,15.41
0.5,1.81,258.01,14.95
0.2,1.56,323.37,15.05
0,1.95,297.37,15.1
0.3,1.97,276.73,15.07
3.9,1.97,264.27,16.28
0,1.96,257.13,16.56
0.1,1.96,251.61,18.5
0.3,1.96,253.46,18.94
0.8,1.96,242.58,18.55
0.9,1.95,231.11,18.47
0.3,1.95,227.28,17.33
0.1,1.8,217.82,16.81
0,2.14,212,16.13
0,2.34,256.98,15.86
0,1.99,254.41,14.11
0.1,1.99,227.91,13.72
3,2.31,216.84,13.79
21.7,2.23,266.69,14.41
3.1,0.72,445.52,16.6
1,1.84,224.66,10.01
8.4,2.48,215.14,10.82
0.4,2.01,190.96,10.07
0,1.84,192.03,9.58
0,1.9,166.38,9.12
0,2.01,141.23,7.79
0,2.01,130.4,7.66
0,1.82,147.76,7.16
0,1.89,187.85,7.21
0,2.05,165.37,7.49
0,2,142.88,7.65
0,1.81,152.71,8.18
0,1.35,171.59,8.2
0.2,1.35,160.59,8.54
1.6,1.41,246.42,8.64
1.1,1.99,250.19,9
0,1.99,196.19,9.03
0.1,1.99,168.62,9.1
0.1,1.88,178.31,8.67
0,1.87,171.98,8.28
2.3,1.87,278.81,8.32
0.8,1.88,336.97,9.56
0.1,1.91,311.95,10.43
0,1.99,230.26,11.46
6.8,2,174.87,11.45
0.1,2,162.91,11.09
0,1.92,200.64,10.46
0,1.74,196.42,9.73
2.4,1.6,252.9,9.57
0.7,1.62,258.59,10.47
0,1.56,232.01,11.14
0,1.56,248.85,10.53
0,1.56,254.79,9.87
0,1.6,214.62,9.95
0,1.59,281.55,10
1.7,1.17,278.54,10.71
0.1,1.5,277.81,11.14
0,1.49,294.56,11.44
0,1.49,241.54,11.5
0,1.49,217.45,10.93
0,1.53,225.89,9.94
0,1.59,192.49,10.13
0,1.68,249.33,10.3
0,1.89,253.62,9.95
0,1.48,212.9,10.02
0,1.79,250.67,10.87
0,2.01,280.46,11.12
0,1.9,294.52,11.35
0,1.35,309.01,11.47
0,1.06,273.22,11.64
0.1,1.09,350.19,11.72
0,1.49,328.34,12.51
0,1.49,278.53,12.71
0,1.49,247.36,14.68
0,1.49,270.03,15.16
0,1.37,326.19,14.04
1.2,1.6,468.44,13.93
1.3,1.51,412.77,15.9
0.1,1.49,310.26,16.63
0.3,1.49,286.83,17.32
0.1,1.41,279.62,17.34
0.1,1.57,302.58,17.2
0.2,1.57,391.67,17.42
0.9,1.48,348.75,17.52
0.8,1.52,312.45,17.52
1.4,1.57,447.66,17.01
0.9,1.58,427.4,16.9
1.5,1.56,413.78,15.98
1.7,1.48,257.24,15.78
0.2,1.48,250.57,15.9
0.2,1.48,232.82,15.93
0,1.54,338.11,15.13
0.4,1.58,393.53,15.03
0.2,1.45,281.07,15.61
0,1.52,337.13,16.4
1.4,1.52,337.13,16.4
0.8,1.52,337.13,16.4
0.1,1.52,337.13,16.4
1.4,1.52,337.13,16.4
0.5,1.52,337.13,16.4
1.6,1.52,337.13,16.4
3.1,1.9,360.66,14.06
0.1,2,363.7,13.12
0,2,332.76,12.88
0.2,1.53,288.66,53.95
0.1,1.49,991.72,111.09
0.1,1.58,992.49,2.4
0.1,1.58,476.56,88.45
0.1,1.84,4.57,94.24
0.1,1.71,2.93,18.66
0.1,1.49,329.1,15.65
0.1,1.54,1000,15.64
0,1.58,1000,15.72
0,1.58,996.24,15.65
0,1.57,728.25,16.33
0,1.57,667.58,16.49
0,1.51,551.76,16.91
0,1.47,353.2,17.66
0,1.64,560.13,31.99
0,1.64,560.13,31.99
0,1.64,560.13,31.99
0,1.64,560.13,31.99
0,1.64,560.13,31.99
0,1.64,560.13,31.99
0,1.64,560.13,31.99
0,1.47,342.11,18.54
0,1.47,270.79,18.74
0.2,1.44,273.49,18.88
0,1.55,269.69,18.4
0,1.55,280.89,19.07
0,1.44,287.79,19.39
0,1.44,276.39,18.99
0,1.49,362.5,18.48
0,1.52,457.29,18.45
0,1.52,504.29,18.5
0,1.52,498.77,17.43
0,1.51,474.21,17.69
0,1.42,368.15,17.41
0,1.43,422.5,17.21
0,1.42,450.28,16.89
0,1.4,478.7,16.82
0,1.51,670.25,17.97
0,1.51,285.38,18.22
0,1.49,317.35,18.32
0,1.49,604.95,18.35
0,1.49,611.55,19.62
0,1.47,481.77,19.56
0,1.46,471.97,19.88
0,1.47,714.44,20.3
0,1.45,713.47,21.26
0,1.44,708.21,21.49
0,1.37,464.26,21.79
0,1.37,453.07,21.9
0,1.37,450.55,21.48
0,1.36,449.34,21.39
0,1.69,552.58,20.87
0,1.83,583.12,20.65
0,1.46,689.26,19.54
0,1.46,694.88,19.3
0,1.46,690.16,17.44
0,1.38,469.95,16.77
0,1.38,442.4,16.57
0,1.37,447.63,16.54
0,1.36,438.27,17.45
0,1.37,434.62,17.66
0,1.46,481.5,18.94
0,1.85,591.23,19.37
0,1.84,587.5,20.35
0,1.45,692.35,20.68
0,1.46,697.3,22.37
0,1.43,592.58,22.22
0,1.41,444.52,20.83
0,1.44,441.34,20.67
0,1.43,451.06,20.75
0,1.01,556.53,21.14
0,1,547.7,21.16
0,1.21,476.63,20.98
0,1.64,523.39,21.45
0,1.85,576.2,21.78
0,1.84,568.94,20.69
0,1.74,542.13,20.31
0,1.37,414.15,19.09
0,1.37,413.99,18.97
0,1.8,558.87,19.3
0,1.85,572.39,19.23
0,1.41,421.84,18.4
0,1.38,402.59,18.34
0,1.38,398.69,18.34
0,1.38,395.89,18.32
0,1.69,507.36,19.5
0,1.85,551.63,19.88
0,1.84,547.39,19.81
0,1.53,453.49,19.21
0,1.36,385.65,19.18
0,1.35,375.84,19.2
0,1.34,372.86,19.34
0,1.33,368.55,19.35
0,1.33,366.7,20.02
0,1.33,368.28,20.19
0,1.33,368.89,19.26
0,1.33,369.13,19.05
0,1.32,368.02,18.42
0,1.32,368.27,18.27
0,1.33,369.53,15.22
0,1.66,496.06,12.8
0,1.8,534.61,10.84
0,1.8,534.48,10.49
0,1.55,434.38,15.87
0,1.37,292.79,18.9
0,1.32,293.7,17.57
0,1.78,554.89,18.79
0,1.79,555.66,18.53
0,1.34,408.72,17.28
0,1.32,405.89,18.25
0,1.32,405.57,18.47
0,1.71,550.37,20.58
0,1.79,568.34,21.04
0,1.72,552.31,21.97
0,1.32,413.14,22.37
0,1.31,412.1,22.81
0,1.32,413.06,22.92
0,1.75,558.14,23.31
0,1.8,571.07,23.37
0,1.34,415.97,24.05
0,1.31,404.97,24.23
0,1.32,396.94,24.39
0,1.32,397.47,24.43
0,1.67,524.2,24.33
0,1.78,553.45,24.25
0,1.77,549.28,23.5
0,1.34,407.36,23.98
0,1.31,389.5,24.38
0,1.31,391.84,24.44
0,1.33,400.18,24.12
0,1.79,553.28,23.01
1,1.78,550.01,23.37
0.5,1.34,407.17,24.5
0,1.31,389.67,24.33
0,1.31,419.35,24.29
0,1.45,540.45,23.04
0,1.74,634.61,22.55
0,1.57,527.42,22.41
0,1.35,356.43,21.73
0,1.7,468.83,23.87
0,1.44,511.61,23.61
0,1.36,465.21,23.16
0,1.37,459.23,23.09
0,1.38,427.76,23.17
0,1.38,304.9,23.19
0,1.37,313.85,22.51
0,1.37,430.96,22.36
0,1.56,498.56,22.89
0,1.81,569.26,23.21
0,1.76,565.74,22.17
0,1.63,601.12,62
0,1.34,993.01,39.58
0,1.34,836.74,19.99
0,1.36,497.04,20.34
0,1.79,383.75,24.48
0,1.62,308.71,20.01
0,1.32,235.78,18.39
0,1.32,353.91,17.53
0,1.32,313.55,17.32
0,1.32,273.15,12.41
0,1.34,301.07,11.34
0,1.79,565.67,13.46
0,1.71,570.23,13.21
0,1.34,441.05,11.16
0,1.33,420.11,11.06
0,1.32,430.02,10.73
0,1.32,399.41,10.67
0,1.32,394.64,10.87
0,1.32,387.36,10.93
0,1.32,387.81,11.34
0,1.5,460.8,12.95
0,1.74,535.86,13.97
0,1.72,528.79,13.78
0,1.71,522.26,13.93
0,1.32,376.63,11.34
0,1.32,375.94,10.81
0,1.58,481.58,17.68
0,1.71,514.36,18.43
0,1.31,367.81,17.2
0,1.31,367.87,16.53
3.3,1.43,184.32,16.86
1.8,1.83,349.02,17.36
0.4,1.5,357.41,15.8
0.6,1.35,376.09,16.84
0.1,1.35,373.8,17.02
0,1.35,372.5,17.3
0,1.35,372.35,17.36
0,1.34,368,16.68
0,1.34,367.22,16.51
0,1.33,365.96,15.78
0,1.33,364.47,15.6
0,1.33,365.1,15.7
0,1.33,366.54,15.73
0,1.35,366.58,15.97
0,1.35,366.4,16.03
0,1.47,424.17,16.33
0,1.79,531.21,16.59
0,1.78,528.49,17.34
0,1.65,486.58,17.27
0,1.34,365.05,16.13
0.9,1.34,400.55,16.04
0.2,1.34,439.18,17.27
0,1.33,419.93,17.54
0,1.65,520.09,19.14
0,1.75,546.99,19.59
0,1.27,368.01,18.63
0,1.36,403.04,19.12
0,1.36,398.31,18.65
0,1.37,395.72,18.55
0,1.38,391.73,17.73
0,1.37,389.51,17.52
0,1.38,428.8,19.71
0,1.38,457.22,20.2
20.3,1.46,462.91,21.01
