RI,IFR,ICC,IANC
0,1.4,477.59,18.56
0,1.4,472.4,18.15
0,1.35,477.7,18.05
0,1.73,416.47,18.88
0,1.91,433.46,19.05
0,1.91,449.7,20.38
0,1.91,453.05,20.67
0,1.91,455.58,20.75
0,1.93,256.55,19.37
0,1.66,324.64,20.33
0,1.93,427.64,21.17
0,1.94,433.02,23.01
0.1,1.94,432.77,23.41
0,1.93,431.89,24.02
0,1.93,423.26,24.15
0,1.93,418.3,23.36
0,1.94,407.96,23.18
0,1.94,404.17,22.68
0,1.93,400.32,22.56
0,1.97,208.3,19.99
0,1.88,212.53,19.57
0,1.53,230.71,16.92
0,1.9,307.27,18.03
0,1.9,322.33,17.15
0,1.91,360.88,16.96
0,1.52,409.78,17.52
0,1.81,369.3,17.17
0,1.92,355.14,18.64
0,1.92,383.53,18.98
0,1.93,397.98,21.14
0,1.93,402.72,21.61
0,1.93,406.07,21.35
0.1,1.94,406.21,21.3
0,1.93,405.73,22.12
0,1.97,312.96,21.58
0,1.85,255.88,22.42
0.1,1.53,248.27,22.7
0.1,1.87,383.88,24.18
0,1.94,399.7,24.44
0,1.93,395.95,19.57
0,1.92,386.57,18.48
0,1.92,381.41,21.16
0,1.92,372.15,21.77
0,1.93,368.29,21.87
0,1.65,396.5,22.02
0,1.48,420.88,20.17
0,1.48,234.75,19.73
0,1.45,267.18,18.97
0,1.49,312.72,18.77
0,2.03,260.76,16.56
0,0.43,585.2,20.91
0,1.31,335.76,18.23
0,1.56,263.55,17.13
0,1.4,220.07,19.77
0,1.51,257.67,20.68
0,1.85,337.65,21.43
0.1,1.67,357.75,21.57
0,1.51,375.5,23.15
0.1,1.51,382.92,23.45
0,1.51,387.31,24.13
0,1.5,370.16,24.28
0,1.49,361.28,23.99
0,1.48,355.66,23.92
0,1.46,352.53,23.86
0,1.45,351.52,23.85
0,1.45,351.29,22.47
0,1.45,347.5,22.19
0,1.48,342.33,22.25
0,1.8,273.2,22.07
0,1.79,314.8,18.67
0,1.79,369.11,17.92
0,1.78,363.71,16.47
0,1.77,362.92,16.16
0,1.77,335.34,14.92
0,1.52,205.97,14.08
0,1.78,287.23,14.68
0,1.78,334.73,14.7
0,1.78,304.1,16.6
0,1.78,266.51,16.99
0.1,1.8,274.81,19.47
0,1.8,266.95,20
0,1.78,320.5,20.01
0,1.78,404.81,20.01
0,1.5,413.27,22.26
0,1.43,371.13,22.83
0,1.43,406.03,23.15
0,1.43,448.15,23.2
0,1.43,445.79,22.79
0,1.43,439.08,22.7
0,1.59,415.65,22.13
0,1.81,384.71,21.93
0,1.79,332.98,21.23
0,1.77,278.36,21.08
0,1.54,232.28,19.76
0,1.81,232.65,19.92
0,1.79,274.37,19.05
0,1.89,426.21,19.03
0,1.51,294.37,18.01
0,1.5,253.55,17.81
0,1.79,329.55,17.34
0,1.82,426.45,17.24
0,1.83,427.38,17.54
0,1.5,434.57,17.88
0,1.5,427.05,19.61
0,1.51,490.04,20
0,1.78,468.04,21.1
0,1.85,466.49,21.35
0,1.51,509.4,22.76
0,1.51,508.65,23.07
4.3,1.54,507.95,22.9
8,1.64,834.15,22.86
3.4,1.65,914.22,20.83
1.2,1.66,754.22,20.39
1.6,1.84,657.29,17.5
0.2,2.05,416.54,16.81
0,2.05,340.35,13.32
0,2.05,265.23,12.58
0,1.76,244.42,9.95
0,1.29,209.31,9.25
0,1.13,202.99,8.46
0,1.3,198.98,8.19
0.3,1.17,341.39,9.42
0,1.58,423.65,9.91
0,1.59,336.53,10.81
0.2,1.58,263.97,11
0,1.58,259.68,11.61
0,1.58,259.59,11.74
0,1.59,257.03,12.74
0,1.58,293.04,12.95
0,1.58,312.34,14
0,1.58,306.88,14.22
0,1.58,294.38,15.32
0,1.54,281.46,15.5
0,1.15,269.38,16.3
0,1.35,281.43,16.76
0,1.56,330.71,17.36
0,1.56,373.27,17.46
0,1.56,347.52,16.97
0,1.55,311.58,16.87
0,1.35,297.16,16.61
0,1.13,271.23,16.47
0,1.25,342.09,16.21
0,1.53,382.46,16.37
0,1.53,423.01,15.37
0,1.53,497.28,15.16
0,1.52,500.62,14.5
0,1.48,492.01,14.36
0,1.1,562.63,13.53
0,1.13,532.17,13.45
0,1.49,458.53,13.66
0,1.5,492.65,13.65
0,1.5,491.68,16
0,1.5,477.62,16.5
0,1.49,483.57,16.58
0,1.45,505.5,16.6
0,1.1,573.07,18.37
0,1.11,568.08,18.79
0,1.47,498.34,20.24
0,1.46,496.68,20.55
0,1.45,497.19,20.06
0,1.45,488.3,19.97
0,1.45,484.88,19.89
0,1.13,531.37,19.67
0,1.17,522.52,19.15
0,1.51,467.35,19.15
0,1.8,553.4,18.7
0,2.02,593.94,18.62
0,2.05,498.65,17.32
0,1.7,501.49,17
0,1.56,676.49,15.04
0,1.49,471.8,15
0,1.51,467.28,15.93
0,1.51,478.8,16.13
0,1.5,481.32,16.16
0,1.5,533.21,16.18
0,1.5,544.26,17.7
0,1.5,505.79,18.01
0,1.5,496.48,19.6
0,1.5,542.86,19.95
0,1.5,553.48,21.82
0,1.5,556.48,22.23
0,1.5,557.4,21.98
0,1.5,542.12,21.93
0,1.5,538.11,21.5
0.1,1.5,514.49,21.4
0,1.5,510.2,20.9
0,1.5,500.72,20.8
0,1.5,499.58,19.48
0,1.5,430.64,19.19
0.1,1.5,346.56,16.47
0.1,1.5,352.32,15.89
0,1.73,538.74,14.04
0,1.79,554.41,13.66
0,1.5,468.72,10.97
0,1.49,468.44,18.51
0,1.49,474.59,11.49
0,1.49,458.01,16.21
0,1.49,355.79,14.22
0,1.49,393.64,13.14
0,1.49,521.25,13.14
0,1.5,511.86,13.15
0,1.5,531.64,23.19
0,1.5,557.13,25.29
0,1.49,551.26,34.26
0,1.49,544.14,36.16
0,1.49,518.35,36.14
4.1,1.49,485.3,36.15
0.1,1.49,483.38,34.82
9.7,1.5,480.5,34.53
2.1,1.5,488.89,32.73
1.4,1.53,500.57,32.33
0.3,1.54,516.13,18.05
0,1.54,537.25,15.07
0,1.53,504.68,10.07
0,1.53,463.91,9.01
0,1.53,458.51,11.27
0,1.52,451.64,11.72
0,1.51,457.01,11.75
0,1.51,464.99,11.75
0,1.5,459.97,13.3
0,1.5,376.25,13.61
0,1.49,379.46,12.11
0,1.49,440.07,11.8
0,1.48,473.02,9.57
0,1.49,481.16,9.11
0,1.49,486.45,16.87
0,1.49,494.92,18.5
0,1.5,490.44,20.46
0,1.49,481.48,20.87
0,1.5,478.8,20.59
0,1.49,472.73,20.53
0,1.49,470.32,20.33
0,1.49,469.01,20.3
0.1,1.53,461.82,19.33
14.6,1.61,454.57,19.13
0.6,1.63,485.77,17.19
0,1.62,525.63,16.82
0,1.62,513.46,12.77
0,1.62,453.93,11.91
0,1.62,450.47,13.5
0,1.62,410.36,13.44
0,1.59,351.8,12.12
0,1.62,321.85,12.25
0,1.62,322.68,12.69
0,1.4,358.95,12.77
0,1.39,398.29,13.89
0,1.61,506.37,14.05
0,1.61,534.45,15.34
0,1.54,439.71,15.66
9.5,1.13,365.68,18.94
11.4,1.19,462.75,17.23
0.1,1.22,422.09,17.34
0,1.23,533.03,17.44
0,1.62,521.93,17.21
0,1.62,510.71,17.05
0,1.62,501.38,16.32
0,1.62,443.72,16.18
0,1.62,418.11,15.13
0.2,1.62,394.14,14.91
0,1.62,392.37,15.09
0,1.24,463.65,15.44
0,1.64,475.8,15
0,1.6,399.46,14.73
0,1.61,415.76,15.32
0,1.61,426.67,15.46
0,1.52,431.82,14.36
4.3,1.32,424.66,14.54
0,1.62,377.04,13.79
0,1.61,347.07,13.78
0,1.21,375.11,18.5
0,1.46,373.12,19.8
0,1.63,377.62,19.42
0,1.62,418.9,19.48
0,1.2,485.69,16.34
0,1.2,497.62,15.35
0,1.38,453.28,14.61
0,1.6,457.05,13.43
0,1.6,492.44,20.33
5,1.47,512.69,22.11
9.9,1.22,595.65,22.56
0.3,1.22,652.24,22.51
29.5,1.58,559.77,19.22
13.8,1.54,509.86,19
1.5,1.67,482.24,14.83
0.8,1.25,400.89,15.42
2.6,1.23,307.61,13.35
0.3,1.23,226.94,12.89
0,1.65,216.96,9.76
0,1.65,243.14,9.41
0,1.59,223.59,9.05
0,1.75,284.37,10.68
0,1.46,304.62,11.27
0,1.2,352.71,10.71
0,1.2,394.2,11.1
0,1.22,447.29,11.12
0,1.63,409.61,9.68
0,1.63,361.44,9.59
0,1.64,407.25,10.52
0,1.71,461.88,11.13
0,1.2,387.15,11.17
0,1.2,479.33,11.32
0,1.19,528.98,11.12
0,1.25,505.57,11
0,1.63,448.1,10.31
0,1.63,445.96,10.25
0,1.65,537.1,11.27
0,1.73,566.49,12.01
0,1.62,511.39,13.74
0,0.76,272.93,10.47
0,1.26,515.02,13.11
0,1.65,467.64,12.67
0,1.64,486.89,11.97
0,1.64,498.34,11.84
0,1.59,601.78,12.62
0,1.71,680.18,13.52
0,1.4,595.99,14.01
0,1.22,527.93,13.38
7.5,1.23,572.38,13.59
0.2,1.23,622.7,13.61
0,1.24,612.82,14.9
0,1.66,531.22,14.69
0,1.66,531.71,13.63
0,1.23,594.19,14.34
0,1.23,563.81,13.36
0,1.52,601.35,14.3
0,1.71,626.04,14.51
0,1.65,536.86,13.26
0,1.64,450.81,12.09
0,1.48,473.77,12.26
0,1.22,537.21,12.53
0,1.22,548.08,12.5
0,1.22,540.67,12.52
0,1.22,530.81,12.54
0,1.51,464.61,12.33
0,1.64,385.11,12.23
0,1.55,371.04,12.09
0,1.22,423.84,12.81
0,1.22,435.61,13.67
0,1.63,447.7,12.99
0,1.64,442.81,13.83
0,1.64,200.54,14.02
0,1.31,209.53,14.32
0,1.22,424.95,14.48
0,1.22,464.24,16.97
0,1.22,464.3,17.46
0,1.64,409.93,17.46
0,1.64,413.28,17.67
0,1.22,479.74,19.18
0,1.22,493.2,19.4
0,1.21,483.18,19.22
0,1.21,441.91,19.18
0,1.21,419.75,19.64
0,1.52,377.3,19.51
0,1.61,384.99,18.74
0,1.27,437.25,19.11
0,1.23,427.11,18.96
0,1.6,360.45,18.21
0,1.6,353.8,17.07
0,1.64,389.31,18.09
0,1.67,441.56,19.14
0,1.66,440.92,18.97
0,1.41,371.62,16.66
0,1.58,335.8,15.64
0,1.57,394.47,16.68
0,1.55,461.5,17.39
0,1.64,592.93,21.33
0,1.61,488.13,20.27
0,1.56,451.9,20.77
0,1.36,462.18,21.21
0,1.17,494.72,22.73
0,1.17,497.98,22.95
0,1.56,436.51,22.37
0,1.55,423.88,22.36
0,1.43,428.38,21.45
0,1.14,466.21,21.99
0,1.14,477.28,22.39
0,1.36,454.63,21.83
0,1.51,445.17,21.6
0,1.51,448.76,21.62
0,1.51,506.07,21.76
0,1.59,629.56,21.06
0,1.59,965.62,18.21
0,1.53,772.66,55.1
0,1.5,297.76,74.41
0,1.5,387.59,23
0,1.51,223.92,15.38
0,1.15,275.85,16.05
0,1.13,384.55,17.2
0,1.24,254.89,17.32
0,1.5,257.97,19.34
0,1.5,405.3,19.73
0,1.5,486.58,21.42
0,1.5,486.23,21.77
0,1.51,690.75,20.84
0,1.56,652.72,20.88
0,1.16,506.49,20.44
0,1.33,468.56,20.49
0,1.52,376.04,21.25
0,1.51,423.19,21.37
0,1.51,447.36,20.41
0,1.51,445.29,20.23
0,1.51,433.11,18.7
0,1.31,470.91,18.4
0,1.13,512.3,17.21
0,1.22,505.27,16.97
0,1.55,542.56,16.54
0,1.51,361.87,16.56
0,1.5,365.52,16.8
0,1.5,400.31,16.84
0,1.5,402.75,16.55
0,1.5,393.79,16.49
0,1.5,404.62,15.65
0.1,1.5,419.8,15.49
0,1.51,449.84,14.65
0,1.51,452.25,14.48
0,1.51,474.69,15.11
0,1.51,471.64,15.24
0,1.51,447.24,16.51
0,1.51,449.02,16.76
0,1.4,607.72,17.74
0,1.58,675.34,17.9
0,1.48,464.52,18.45
0,1.5,446.58,18.57
0,1.5,430,20.8
0,1.5,432.04,21.24
0,1.5,446.47,20.68
0,1.49,441.48,20.58
0,1.5,412.43,19.48
0,1.5,412.27,19.26
0,1.5,400.85,18.76
0,1.5,401.14,18.68
0,1.51,395.34,16.47
0,1.5,394.54,16.01
0,1.51,399.37,16.42
0,1.51,401.35,16.49
0,1.51,413.56,16.39
0,1.5,413.55,16.34
0,1.5,413.68,17.23
0,1.5,443.79,18.26
0,1.5,443.79,18.26
0,1.5,443.79,18.26
0,1.5,443.79,18.26
0,1.5,443.79,18.26
0,1.12,505.18,20.12
0,0.93,387.15,20.32
0,0.66,164.69,20.62
0,0.94,421.23,19.49
0,1.46,490.46,19.52
0,1.49,410.14,19.55
0,1.49,346.07,19.88
0,1.49,412.34,19.94
0,1.5,413.64,17.66
0,1.49,417.6,17.19
0,1.49,441.05,17.59
0,1.49,439.16,17.69
0,1.49,434.46,18.33
0,1.49,437.38,18.45
0,1.5,460.07,19.85
0,1.5,456.65,20.14
0,1.5,438.18,21.79
0,1.49,439.87,22.14
0,1.36,424.22,19.42
0,1.36,424.22,19.42
0,1.36,424.22,19.42
0,1.36,424.22,19.42
0,1.36,424.22,19.42
0,1.36,424.22,19.42
0,1.5,455.01,22.14
0,1.49,453.01,22.13
0,1.5,443.15,21.72
0,1.49,447.58,21.63
0,1.49,482.46,21.66
0,1.49,475.61,21.67
0,1.49,429.33,16.98
0,1.49,428.08,15.96
0,1.49,417.17,18.35
0,1.49,416.44,18.88
0,1.49,404.18,17.96
0,1.49,406.27,17.78
0,1.49,404.81,18.04
0,1.53,426.8,18.1
0,1.54,621.26,17.15
0,1.54,598.1,16.96
0,1.53,438.34,17.99
0,1.52,438.79,18.21
0,1.51,445.43,19.47
0,1.5,444.18,19.72
0.4,1.49,443.72,20.87
0.2,1.5,444.47,21.08
0,1.5,431.37,21.23
0,1.5,385.31,21.27
0,1.5,397.54,22.76
0,1.5,447.69,23.09
0,1.49,442.06,21.97
0,1.49,441.82,21.75
0,1.49,446.07,21.43
0,1.49,445.69,21.35
0,1.48,446.51,21.21
0,1.48,443.42,21.18
0,1.48,431.96,19.52
0,1.49,429.34,19.19
0,1.49,339.87,18.54
0,1.48,258.05,18.39
0,1.49,280,17.99
0,1.49,407.35,17.92
0,1.49,426.17,17.37
0,1.48,424.28,17.28
0,1.19,276.83,16.76
0,1.24,300.05,16.69
0,1.48,422.7,17.37
0,1.49,421.87,17.46
0,1.47,430.03,20.24
0,1.46,428.91,20.8
0,1.45,433.53,23.2
0,0.73,271.99,25.16
0,0.95,441.82,23.87
0,1.11,526.53,23.35
0,1.12,552.55,25.01
0,1.11,547.97,25.37
0,1.11,523.05,25.2
0,1.12,521.34,25.17
0,1.43,430.39,24.14
0,1.49,415.01,23.91
0,1.47,410.84,22.19
0,1.46,407.06,21.84
0,1.46,395.09,20.28
0,1.46,390.52,19.98
0,1.34,229.95,16.6
0,1.16,244.47,16.54
0,1.46,392.71,15.83
1.3,1.49,398.93,15.88
1,1.51,438.5,17.04
0,1.53,443.81,17.27
0,1.55,484.58,18.46
0,1.52,457.58,18.7
0,1.5,418.62,19.23
0,1.48,399.71,19.33
0,1.27,301.81,19.4
0,1.12,233.96,19.29
0,1.48,366.16,18.21
0,1.47,363.42,17.96
0,1.47,281.83,17.42
0,1.47,272.49,17.33
0,1.47,187.37,17.63
1.4,1.47,185.26,17.71
0.1,1.47,185.05,16.91
0,1.46,182.02,16.74
0.2,1.47,157.76,16.73
0.9,1.47,197.47,16.73
0.3,1.47,562.08,15.83
1.6,1.48,528.11,15.65
0.7,1.49,389.73,14.83
0.8,1.5,391.89,14.64
0.2,1.5,420.37,16
0.5,1.49,430.57,16.26
1.1,1.15,365.05,18.03
4.7,1.11,338.97,18.32
0.1,1.28,346.84,20.62
0,1.32,325.54,21.03
0.4,1.58,242.58,18.75
0.1,1.58,242.52,18.32
0.1,1.58,283.57,17.84
0,1.31,241.31,17.55
0,1.13,187.75,17.19
1.7,1.14,284.09,17.58
4,1.15,433.95,19.04
0.1,1.13,378.62,19.51
0.4,1.14,230.27,18.52
1.2,1.14,227.93,18.32
0.7,1.42,189.61,17.2
0,1.59,174.78,17.28
0,1.59,265.87,15.27
0,1.59,272.37,14.88
0,1.58,218.96,13.81
0,1.6,229.82,14.85
0,1.39,410.02,15.32
0,1.21,311.04,13.65
0,1.13,144.74,10.69
0,1.6,406.65,12.42
0,1.57,434.64,12.47
0,1.63,458.65,12.57
0,1.63,380.78,13.92
0,1.33,407.53,14.3
0,1.49,514.4,17.91
0,1.63,505.15,18.7
0,1.25,477.84,19.86
4.6,1.22,492.56,20.1
0.5,1.22,562.68,22.05
0,1.5,543.15,22.88
0,1.66,443.01,22.35
0,1.66,438.39,22.21
0,1.66,317.64,20.8
0,1.66,317.15,20.52
0,1.66,307.38,19.31
0,1.43,296.47,19.1
0,1.22,247.7,16.79
0,1.26,250.25,16.33
0,1.66,353.62,17.37
0,1.66,358.53,17.59
0,1.48,276.69,17.08
0.1,1.22,269.39,17.25
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0,1.44,342.57,19.48
0.3,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.83,176.54,17.03
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,0.85,120.19,15.73
0,1.08,229.28,18.89
0,1.1,313.42,16.97
0,1.57,413.01,17.65
0,1.53,419.39,15.41
0,1.52,301.14,13.87
0,1.51,381.69,13.65
0,1.51,373.95,13.59
0,1.51,380.82,17.07
0,1.5,394.51,17.73
0,1.5,413.95,19.93
0,1.5,641.18,20.74
0,1.55,518.27,21.27
0,1.53,505.55,21.36
0,1.11,382.15,22.02
0,1.1,381.34,22.12
0,1.44,407.87,18.79
0,1.44,407.87,18.79
0,1.44,407.87,18.79
0,1.44,407.87,18.79
0,1.44,407.87,18.79
0,1.44,407.87,18.79
0,1.44,407.87,18.79
0,1.44,407.87,18.79
0,1.44,407.87,18.79
0,1.46,289.5,22.69
0,1.51,287.2,22.78
0,1.51,301.35,23.34
0,1.51,296.55,23.46
0,1.51,299.27,22.64
0.7,1.52,283.96,22.49
0.8,1.25,310.86,20.89
1,1.15,358.66,21.12
1,1.58,285.61,20.01
0.7,1.57,261.57,19.36
1.8,1.58,191.53,15.04
5.6,1.61,232.13,14.55
3.6,1.62,275.99,13.36
0.1,1.62,249.76,13.13
0,0.97,272.57,12.36
0,1.16,240.79,11.81
0,1.15,293.3,11.5
0,1.18,298.63,11.41
0,1.61,185.09,10.96
0,1.61,187.01,10.94
0,1.6,155.94,12.08
0,1.49,154.1,12.24
0,1.16,187.86,13.51
0.5,1.16,221.62,13.74
0.2,1.56,205.07,15.17
0,1.61,221.21,15.43
0.1,1.61,201.91,15.84
0,1.15,173.81,15.09
0,1.15,193.7,16.08
0,1.59,177.02,17.01
0,1.6,169.98,15.43
0,1.64,185.32,14.52
0,1.65,313.45,13.58
0,1.35,255.03,13.99
0,1.16,211.28,9.31
0.1,1.16,209,8.4
0,1.16,213.62,10.73
0.8,1.17,215.47,11.22
1,1.48,163.2,13.98
0.2,1.58,151.48,14.33
0,1.47,149.72,13.05
0,1.17,168.3,11.93
0,1.17,221.78,14.76
0,1.17,228.69,15.32
0,1.17,247.76,14.57
0,1.17,248.46,14.38
0,1.61,255.28,17.47
0,1.6,272.64,17.79
0,1.17,222.47,19.29
0,1.17,221.75,19.81
0,1.16,283.04,19.73
0,1.16,280.41,19.73
0,1.16,293.3,19.96
0,1.16,287.56,20.01
0,1.55,248.66,19.74
0,1.61,250.19,19.65
0,1.62,276.32,18.03
0,1.62,234.24,17.5
0,1.55,239.14,16.14
0,1.55,267.86,15.93
0,1.61,352.21,14.98
0,1.35,359.44,14.95
0,1.12,330.94,13.73
0,1.12,326.93,13.55
0,1.12,302.38,13.53
0,1.13,313.59,13.49
0,1.13,356.17,11.72
0,1.12,348.26,11.36
0,1.12,344.22,14.71
0,1.11,359.05,19.32
0,1.28,387.09,17.87
0,1.58,367.11,18.35
0,1.38,376.81,19.4
0,1.14,376.85,19.68
0,1.13,278.31,18.6
0.5,1.12,274.75,18.43
0.6,1.11,317.14,19.3
0.1,1.1,319.77,19.45
0,1.1,307.4,20.22
0,1.52,277.23,20.4
0,1.52,291.38,18.93
0,1.52,279.08,18.68
0.3,1.5,294.7,16.75
0,1.33,311.92,16.73
2.3,1.12,235.66,15.32
9.3,1.59,262.07,14.65
1.5,1.63,390.99,14.26
0.1,1.67,390.6,13.73
0,1.67,426.45,15.4
0,1.23,347.09,14.41
1.1,1.24,247.04,13.05
1.5,1.21,243.99,12.94
0,1.18,235.3,13.25
0.7,1.19,232.26,13.28
0.3,1.19,244.22,13.1
0,1.19,248.97,13.06
0,1.2,206.5,12.82
4.7,1.2,265.79,12.78
0.6,1.2,328.09,13.04
0.8,1.2,271.15,13.08
0,1.19,206.94,13.19
0.2,1.19,190.43,13.19
0,1.51,169.17,12.98
0,1.64,159.65,12.93
0,1.65,93.11,12.37
0,1.61,84.51,12.3
0,1.66,96.25,11.62
0,1.22,79.96,10.98
0,1.18,149.06,10.32
0,1.18,157.06,10.19
0,1.19,189.17,9.52
0,1.19,191.83,9.41
0,1.18,218.25,9.23
0,1.19,215.99,9.19
0.3,1.19,177.72,9.54
0.5,1.64,138.44,9.16
0,1.64,104.81,10.77
2,1.25,118.71,11.34
1.4,1.19,125.93,12.88
0.2,1.18,129.01,13.17
0,1.18,178.38,13.52
0,1.18,181.46,13.59
0.2,1.18,190.38,13.54
0.7,1.18,190.71,13.51
0,1.18,191.06,13.5
1,1.2,188.79,13.48
0.1,1.63,141.97,12.9
0.1,1.63,141.32,12.81
0.1,1.22,111.52,13.35
0,1.18,110.21,13.47
0,1.18,186.47,12.93
0,1.18,192.38,12.92
0,1.18,266.81,12.51
0,1.18,235.18,12.38
0.2,1.28,215.12,12.9
0,1.67,256.97,12.73
0.1,1.61,232.31,12.73
0,1.18,209.56,13.11
0,1.18,225.03,12.92
0,1.2,224.2,12.92
0.2,1.63,211.24,16.16
0,1.56,223.6,16.64
0,1.17,184.19,16.22
0,1.18,173.93,16.26
0,1.17,255.98,17.31
0,1.17,262.19,17.51
0,1.17,275.32,18.43
0,1.17,274.94,18.6
0,1.16,266.56,18.44
0,1.16,266.95,18.4
0,1.16,266.74,17.43
0.5,1.46,238.09,17.53
9.8,1.62,232.7,17.36
1.7,1.56,307.64,17.17
0.7,1.7,269.89,14.96
0.4,1.31,218.81,14.99
0.4,1.18,210.88,11.64
2.3,1.3,204.72,10.89
0.6,1.57,182.73,9.76
0.2,1.3,223.5,10.59
0,1.68,306.64,11.33
0,1.18,250.66,10.02
0,1.18,235.72,10.48
0.2,1.18,238.15,10.54
0.1,1.18,273.15,12.3
0,1.18,276.32,12.61
0,1.18,242.47,14.31
0,1.18,242.9,14.6
0,1.18,262.07,15.63
0,1.17,258.51,15.8
0,1.17,257.04,15.85
0,1.17,257.12,15.85
0,1.17,256.46,15.49
0,1.17,257.08,15.43
0,1.31,268.06,15.23
0,1.55,243.4,15.46
0,1.17,181.66,14.34
0,1.17,176.53,14.24
0,1.17,245.53,13.95
0,1.16,249.77,13.9
0,1.41,277.52,13.06
0,1.45,280.42,12.98
0,1.17,249.32,12.9
0,1.17,267.37,13.73
0,1.17,265.25,14.61
0,1.16,249.2,14.62
0,1.17,281.07,16.41
0,1.17,295.49,16.72
0,1.17,308.08,19.17
1.9,1.17,311.1,19.6
0.3,1.17,313.84,21.06
0,1.17,313.52,21.33
0,1.17,313.61,21.44
0,1.17,310.06,21.46
0,1.17,306.56,21.35
0,1.17,305.82,21.32
0,1.17,291.63,20.5
0,1.16,290.38,20.34
0,1.16,289.67,18.7
0,1.16,279.84,18.41
0,1.16,270.69,17.43
0,1.16,253.88,17.25
0,1.16,213.45,16.04
0,1.16,209.8,15.83
0,1.16,249.94,13.13
0,1.16,323.19,12.65
0.2,1.16,317.93,12.48
0,1.16,282.47,12.44
0,1.17,245.66,14.55
3.3,1.19,451.41,14.91
0,1.19,660.2,15.16
0,1.19,520.77,15.19
0,1.19,354.52,15.51
0.7,1.19,354.41,15.56
0.5,1.19,300.29,15.5
0.8,1.19,254.25,15.47
0.3,1.19,260.68,15.17
0,1.19,250.61,15.1
0,1.19,221.26,14.73
0,1.19,217.68,14.67
0,1.19,213.4,14.38
0,1.18,213.42,14.33
0,1.18,211.58,12.56
0,1.18,214.17,12.25
0,1.18,216.41,11.97
0,1.18,206.05,11.91
0,1.18,196.47,11.28
0.1,1.18,195.14,11.17
0,1.18,200.14,9.59
0,1.18,205.66,9.32
0,1.18,220.19,9.54
0,1.18,227.93,9.58
0.3,1.17,213.78,11.23
0,1.18,201.08,11.52
0.4,1.18,214.36,11.71
0,1.18,230.56,11.75
0,1.18,237.28,13.57
0,1.18,236.36,13.87
0.5,1.18,227.67,15.9
1.2,1.18,265.71,16.27
0.1,1.18,304.88,16.96
0,1.17,268.61,17.14
0,1.17,236.26,17.53
0,1.17,226.83,17.62
0.1,1.17,215.81,17.48
0,1.17,214.77,17.44
0,1.17,209.21,16.21
0,1.16,207.38,16
0,1.16,221.93,15.15
0,1.16,224.62,15
0,1.16,215.48,13.49
0,1.15,233.2,13.25
0,1.16,388.42,12.5
0,1.16,407.99,12.37
0,1.16,470.87,11.82
0,1.16,453.24,11.73
0,1.16,365.78,12.68
0,1.16,350.2,12.84
0,1.17,311.74,14.57
0,1.17,328.04,14.87
0,1.16,344.13,17.17
0,1.17,343.42,17.57
0,1.17,342.74,18.62
0,1.17,349.66,18.81
0,1.17,356.9,19.83
0,1.17,356.99,19.99
0,1.16,356.59,19.91
0,1.16,352.41,19.88
0,1.16,348.28,19.2
0,1.16,345.77,19.11
0,1.16,344.06,18.34
0,1.16,337.52,18.21
0,1.15,331.15,16.73
0,1.15,323.14,16.48
0,1.15,315.16,16.62
0,1.15,359.52,16.65
0,1.15,440.59,16.14
0,1.15,431.61,16.09
0,1.15,423.77,15.99
0.1,1.15,435.64,15.99
1.8,1.15,450.04,17.47
0.5,1.16,432.58,17.72
0.3,1.07,308.39,19.08
0.2,0.76,352.42,18.57
0.1,1.14,328.42,20.17
0,1.14,332.53,20.29
0,1.14,348.08,20.64
0,1.14,346.4,20.73
0,1.13,355.05,21.31
0,1.13,355.54,21.42
0,1.12,335.03,21.17
0,1.12,345.79,21.14
0,1.12,430.07,20.08
0,1.12,412.54,19.89
0,1.12,340.26,18.8
0,1.11,329.84,18.6
0,1.11,318.97,17.6
